"Town","FIPS","Year","Admission Type","Measure Type","Variable","Value"
"Salem","0901166210","2016","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salem","0901166210","2016","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salem","0901166210","2016","Substance Abuse","Number","DMHAS Admissions",39
"Salem","0901166210","2016","Substance Abuse","Percent","DMHAS Admissions",68.42
"Salem","0901166210","2016","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",93.55
"Salem","0901166210","2016","Substance Abuse","Rate (per 10,000)","Margins of Error",0.52
"Salem","0901166210","2016","Total","Number","DMHAS Admissions",57
"Salem","0901166210","2016","Total","Rate (per 10,000)","DMHAS Admissions",136.72
"Salem","0901166210","2016","Total","Rate (per 10,000)","Margins of Error",0.75
"Salem","0901166210","2017","Mental Health","Number","DMHAS Admissions",20
"Salem","0901166210","2017","Mental Health","Percent","DMHAS Admissions",31.75
"Salem","0901166210","2017","Mental Health","Rate (per 10,000)","DMHAS Admissions",48.05
"Salem","0901166210","2017","Mental Health","Rate (per 10,000)","Margins of Error",0.58
"Salem","0901166210","2017","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salem","0901166210","2017","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salem","0901166210","2017","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salem","0901166210","2017","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salem","0901166210","2017","Substance Abuse","Number","DMHAS Admissions",40
"Salem","0901166210","2017","Substance Abuse","Percent","DMHAS Admissions",63.49
"Salem","0901166210","2017","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",96.11
"Salem","0901166210","2017","Substance Abuse","Rate (per 10,000)","Margins of Error",1.15
"Salem","0901166210","2017","Total","Number","DMHAS Admissions",63
"Salem","0901166210","2017","Total","Rate (per 10,000)","DMHAS Admissions",151.37
"Salem","0901166210","2017","Total","Rate (per 10,000)","Margins of Error",1.82
"Salem","0901166210","2018","Mental Health","Number","DMHAS Admissions",16
"Salem","0901166210","2018","Mental Health","Percent","DMHAS Admissions",27.12
"Salem","0901166210","2018","Mental Health","Rate (per 10,000)","DMHAS Admissions",38.78
"Salem","0901166210","2018","Mental Health","Rate (per 10,000)","Margins of Error",0.21
"Salem","0901166210","2018","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salem","0901166210","2018","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salem","0901166210","2018","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salem","0901166210","2018","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salem","0901166210","2018","Substance Abuse","Number","DMHAS Admissions",41
"Salem","0901166210","2018","Substance Abuse","Percent","DMHAS Admissions",69.49
"Salem","0901166210","2018","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",99.37
"Salem","0901166210","2018","Substance Abuse","Rate (per 10,000)","Margins of Error",0.53
"Salem","0901166210","2018","Total","Number","DMHAS Admissions",59
"Salem","0901166210","2018","Total","Rate (per 10,000)","DMHAS Admissions",143
"Salem","0901166210","2018","Total","Rate (per 10,000)","Margins of Error",0.76
"Salem","0901166210","2019","Mental Health","Number","DMHAS Admissions",-9999
"Salem","0901166210","2019","Mental Health","Percent","DMHAS Admissions",-9999
"Salem","0901166210","2019","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Salem","0901166210","2019","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Salem","0901166210","2019","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salem","0901166210","2019","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salem","0901166210","2019","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salem","0901166210","2019","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salem","0901166210","2019","Substance Abuse","Number","DMHAS Admissions",-9999
"Salem","0901166210","2019","Substance Abuse","Percent","DMHAS Admissions",-9999
"Salem","0901166210","2019","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salem","0901166210","2019","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salem","0901166210","2019","Total","Number","DMHAS Admissions",25
"Salem","0901166210","2019","Total","Rate (per 10,000)","DMHAS Admissions",60.8
"Salem","0901166210","2019","Total","Rate (per 10,000)","Margins of Error",0.3
"Salem","0901166210","2020","Mental Health","Number","DMHAS Admissions",-9999
"Salem","0901166210","2020","Mental Health","Percent","DMHAS Admissions",-9999
"Salem","0901166210","2020","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Salem","0901166210","2020","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Salem","0901166210","2020","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salem","0901166210","2020","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salem","0901166210","2020","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salem","0901166210","2020","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salem","0901166210","2020","Substance Abuse","Number","DMHAS Admissions",-9999
"Salem","0901166210","2020","Substance Abuse","Percent","DMHAS Admissions",-9999
"Salem","0901166210","2020","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salem","0901166210","2020","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salem","0901166210","2020","Total","Number","DMHAS Admissions",25
"Salem","0901166210","2020","Total","Rate (per 10,000)","DMHAS Admissions",61.04
"Salem","0901166210","2020","Total","Rate (per 10,000)","Margins of Error",0.52
"Salisbury","0900566420","2010","Mental Health","Number","DMHAS Admissions",29
"Salisbury","0900566420","2010","Mental Health","Percent","DMHAS Admissions",55.77
"Salisbury","0900566420","2010","Mental Health","Rate (per 10,000)","DMHAS Admissions",76.12
"Salisbury","0900566420","2010","Mental Health","Rate (per 10,000)","Margins of Error",0.38
"Salisbury","0900566420","2010","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2010","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2010","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2010","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2010","Substance Abuse","Number","DMHAS Admissions",22
"Salisbury","0900566420","2010","Substance Abuse","Percent","DMHAS Admissions",42.31
"Salisbury","0900566420","2010","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",57.74
"Salisbury","0900566420","2010","Substance Abuse","Rate (per 10,000)","Margins of Error",0.29
"Salisbury","0900566420","2010","Total","Number","DMHAS Admissions",52
"Salisbury","0900566420","2010","Total","Rate (per 10,000)","DMHAS Admissions",136.48
"Salisbury","0900566420","2010","Total","Rate (per 10,000)","Margins of Error",0.68
"Salisbury","0900566420","2011","Mental Health","Number","DMHAS Admissions",30
"Salisbury","0900566420","2011","Mental Health","Percent","DMHAS Admissions",52.63
"Salisbury","0900566420","2011","Mental Health","Rate (per 10,000)","DMHAS Admissions",79.3
"Salisbury","0900566420","2011","Mental Health","Rate (per 10,000)","Margins of Error",0.5
"Salisbury","0900566420","2011","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2011","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2011","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2011","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2011","Substance Abuse","Number","DMHAS Admissions",23
"Salisbury","0900566420","2011","Substance Abuse","Percent","DMHAS Admissions",40.35
"Salisbury","0900566420","2011","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",60.8
"Salisbury","0900566420","2011","Substance Abuse","Rate (per 10,000)","Margins of Error",0.39
"Salisbury","0900566420","2011","Total","Number","DMHAS Admissions",57
"Salisbury","0900566420","2011","Total","Rate (per 10,000)","DMHAS Admissions",150.67
"Salisbury","0900566420","2011","Total","Rate (per 10,000)","Margins of Error",0.96
"Salisbury","0900566420","2012","Mental Health","Number","DMHAS Admissions",34
"Salisbury","0900566420","2012","Mental Health","Percent","DMHAS Admissions",62.96
"Salisbury","0900566420","2012","Mental Health","Rate (per 10,000)","DMHAS Admissions",90.74
"Salisbury","0900566420","2012","Mental Health","Rate (per 10,000)","Margins of Error",0.41
"Salisbury","0900566420","2012","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2012","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2012","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2012","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2012","Substance Abuse","Number","DMHAS Admissions",17
"Salisbury","0900566420","2012","Substance Abuse","Percent","DMHAS Admissions",31.48
"Salisbury","0900566420","2012","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",45.37
"Salisbury","0900566420","2012","Substance Abuse","Rate (per 10,000)","Margins of Error",0.21
"Salisbury","0900566420","2012","Total","Number","DMHAS Admissions",54
"Salisbury","0900566420","2012","Total","Rate (per 10,000)","DMHAS Admissions",144.12
"Salisbury","0900566420","2012","Total","Rate (per 10,000)","Margins of Error",0.65
"Salisbury","0900566420","2013","Mental Health","Number","DMHAS Admissions",24
"Salisbury","0900566420","2013","Mental Health","Percent","DMHAS Admissions",57.14
"Salisbury","0900566420","2013","Mental Health","Rate (per 10,000)","DMHAS Admissions",64.48
"Salisbury","0900566420","2013","Mental Health","Rate (per 10,000)","Margins of Error",0.33
"Salisbury","0900566420","2013","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2013","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2013","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2013","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2013","Substance Abuse","Number","DMHAS Admissions",16
"Salisbury","0900566420","2013","Substance Abuse","Percent","DMHAS Admissions",38.1
"Salisbury","0900566420","2013","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",42.99
"Salisbury","0900566420","2013","Substance Abuse","Rate (per 10,000)","Margins of Error",0.22
"Salisbury","0900566420","2013","Total","Number","DMHAS Admissions",42
"Salisbury","0900566420","2013","Total","Rate (per 10,000)","DMHAS Admissions",112.84
"Salisbury","0900566420","2013","Total","Rate (per 10,000)","Margins of Error",0.58
"Salisbury","0900566420","2014","Mental Health","Number","DMHAS Admissions",24
"Salisbury","0900566420","2014","Mental Health","Percent","DMHAS Admissions",50
"Salisbury","0900566420","2014","Mental Health","Rate (per 10,000)","DMHAS Admissions",64.72
"Salisbury","0900566420","2014","Mental Health","Rate (per 10,000)","Margins of Error",0.49
"Salisbury","0900566420","2014","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2014","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2014","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2014","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2014","Substance Abuse","Number","DMHAS Admissions",22
"Salisbury","0900566420","2014","Substance Abuse","Percent","DMHAS Admissions",45.83
"Salisbury","0900566420","2014","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",59.33
"Salisbury","0900566420","2014","Substance Abuse","Rate (per 10,000)","Margins of Error",0.45
"Salisbury","0900566420","2014","Total","Number","DMHAS Admissions",48
"Salisbury","0900566420","2014","Total","Rate (per 10,000)","DMHAS Admissions",129.45
"Salisbury","0900566420","2014","Total","Rate (per 10,000)","Margins of Error",0.98
"Salisbury","0900566420","2015","Mental Health","Number","DMHAS Admissions",25
"Salisbury","0900566420","2015","Mental Health","Percent","DMHAS Admissions",48.08
"Salisbury","0900566420","2015","Mental Health","Rate (per 10,000)","DMHAS Admissions",67.84
"Salisbury","0900566420","2015","Mental Health","Rate (per 10,000)","Margins of Error",0.39
"Salisbury","0900566420","2015","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2015","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2015","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2015","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2015","Substance Abuse","Number","DMHAS Admissions",26
"Salisbury","0900566420","2015","Substance Abuse","Percent","DMHAS Admissions",50
"Salisbury","0900566420","2015","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",70.56
"Salisbury","0900566420","2015","Substance Abuse","Rate (per 10,000)","Margins of Error",0.4
"Salisbury","0900566420","2015","Total","Number","DMHAS Admissions",52
"Salisbury","0900566420","2015","Total","Rate (per 10,000)","DMHAS Admissions",141.11
"Salisbury","0900566420","2015","Total","Rate (per 10,000)","Margins of Error",0.8
"Salisbury","0900566420","2016","Mental Health","Number","DMHAS Admissions",18
"Salisbury","0900566420","2016","Mental Health","Percent","DMHAS Admissions",36
"Salisbury","0900566420","2016","Mental Health","Rate (per 10,000)","DMHAS Admissions",49.06
"Salisbury","0900566420","2016","Mental Health","Rate (per 10,000)","Margins of Error",0.31
"Salisbury","0900566420","2016","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2016","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2016","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2016","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2016","Substance Abuse","Number","DMHAS Admissions",28
"Salisbury","0900566420","2016","Substance Abuse","Percent","DMHAS Admissions",56
"Salisbury","0900566420","2016","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",76.32
"Salisbury","0900566420","2016","Substance Abuse","Rate (per 10,000)","Margins of Error",0.48
"Salisbury","0900566420","2016","Total","Number","DMHAS Admissions",50
"Salisbury","0900566420","2016","Total","Rate (per 10,000)","DMHAS Admissions",136.28
"Salisbury","0900566420","2016","Total","Rate (per 10,000)","Margins of Error",0.85
"Salisbury","0900566420","2017","Mental Health","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Mental Health","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2017","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2017","Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2017","Total","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Total","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2017","Total","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2018","Mental Health","Number","DMHAS Admissions",19
"Salisbury","0900566420","2018","Mental Health","Percent","DMHAS Admissions",30.16
"Salisbury","0900566420","2018","Mental Health","Rate (per 10,000)","DMHAS Admissions",52.33
"Salisbury","0900566420","2018","Mental Health","Rate (per 10,000)","Margins of Error",0.32
"Salisbury","0900566420","2018","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2018","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2018","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2018","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2018","Substance Abuse","Number","DMHAS Admissions",40
"Salisbury","0900566420","2018","Substance Abuse","Percent","DMHAS Admissions",63.49
"Salisbury","0900566420","2018","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",110.16
"Salisbury","0900566420","2018","Substance Abuse","Rate (per 10,000)","Margins of Error",0.67
"Salisbury","0900566420","2018","Total","Number","DMHAS Admissions",63
"Salisbury","0900566420","2018","Total","Rate (per 10,000)","DMHAS Admissions",173.51
"Salisbury","0900566420","2018","Total","Rate (per 10,000)","Margins of Error",1.05
"Salisbury","0900566420","2019","Mental Health","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2019","Mental Health","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2019","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2019","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2019","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2019","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2019","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2019","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2019","Substance Abuse","Number","DMHAS Admissions",17
"Salisbury","0900566420","2019","Substance Abuse","Percent","DMHAS Admissions",53.12
"Salisbury","0900566420","2019","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",46.9
"Salisbury","0900566420","2019","Substance Abuse","Rate (per 10,000)","Margins of Error",0.22
"Salisbury","0900566420","2019","Total","Number","DMHAS Admissions",32
"Salisbury","0900566420","2019","Total","Rate (per 10,000)","DMHAS Admissions",88.28
"Salisbury","0900566420","2019","Total","Rate (per 10,000)","Margins of Error",0.41
"Salisbury","0900566420","2020","Mental Health","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2020","Mental Health","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2020","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2020","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2020","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Salisbury","0900566420","2020","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Salisbury","0900566420","2020","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Salisbury","0900566420","2020","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Salisbury","0900566420","2020","Substance Abuse","Number","DMHAS Admissions",17
"Salisbury","0900566420","2020","Substance Abuse","Percent","DMHAS Admissions",53.12
"Salisbury","0900566420","2020","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",47.17
"Salisbury","0900566420","2020","Substance Abuse","Rate (per 10,000)","Margins of Error",0.39
"Salisbury","0900566420","2020","Total","Number","DMHAS Admissions",32
"Salisbury","0900566420","2020","Total","Rate (per 10,000)","DMHAS Admissions",88.79
"Salisbury","0900566420","2020","Total","Rate (per 10,000)","Margins of Error",0.74
"Scotland","0901567400","2010","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2010","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2010","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2010","Total","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Total","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2010","Total","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2011","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2011","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2011","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2011","Total","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Total","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2011","Total","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2012","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2012","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2012","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2012","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2012","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2012","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2012","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2012","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2012","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2012","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2012","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2012","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2012","Total","Number","DMHAS Admissions",18
"Scotland","0901567400","2012","Total","Rate (per 10,000)","DMHAS Admissions",104.35
"Scotland","0901567400","2012","Total","Rate (per 10,000)","Margins of Error",7.62
"Scotland","0901567400","2013","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2013","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2013","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2013","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2013","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2013","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2013","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2013","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2013","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2013","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2013","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2013","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2013","Total","Number","DMHAS Admissions",16
"Scotland","0901567400","2013","Total","Rate (per 10,000)","DMHAS Admissions",92.01
"Scotland","0901567400","2013","Total","Rate (per 10,000)","Margins of Error",5.82
"Scotland","0901567400","2014","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2014","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2014","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2014","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2014","Mental Health and Substance Abuse","Number","DMHAS Admissions",0
"Scotland","0901567400","2014","Mental Health and Substance Abuse","Percent","DMHAS Admissions",0
"Scotland","0901567400","2014","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",0
"Scotland","0901567400","2014","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0
"Scotland","0901567400","2014","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2014","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2014","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2014","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2014","Total","Number","DMHAS Admissions",15
"Scotland","0901567400","2014","Total","Rate (per 10,000)","DMHAS Admissions",87.77
"Scotland","0901567400","2014","Total","Rate (per 10,000)","Margins of Error",5.65
"Scotland","0901567400","2015","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2015","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2015","Substance Abuse","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Substance Abuse","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2015","Total","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Total","Rate (per 10,000)","DMHAS Admissions",-9999
"Scotland","0901567400","2015","Total","Rate (per 10,000)","Margins of Error",-9999
"Scotland","0901567400","2016","Mental Health","Number","DMHAS Admissions",-9999
"Scotland","0901567400","2016","Mental Health","Percent","DMHAS Admissions",-9999
"Scotland","0901567400","2016","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
